Date,Open,High,Low,Close,Adj Close,Volume
2010-06-01,45.430000,46.250000,45.130001,45.180000,39.687508,104242700
2010-06-02,45.439999,46.279999,45.130001,46.250000,40.627430,97249300
2010-06-03,46.380001,46.770000,46.080002,46.689999,41.013927,98928400
2010-06-04,45.700001,46.290001,44.939999,45.090000,39.608452,112849900
2010-06-07,45.320000,45.459999,44.220001,44.270000,38.888157,88436600
2010-06-08,44.349998,44.480000,43.590000,44.189999,38.817863,133030100
2010-06-09,44.500000,44.910000,43.689999,43.820000,38.492828,101949200
2010-06-10,44.360001,45.119999,44.240002,45.070000,39.590881,76892300
2010-06-11,44.610001,45.540001,44.610001,45.500000,39.968605,74346800
2010-06-14,45.919998,46.240002,45.410000,45.490002,39.959820,68085000
2010-06-15,45.730000,46.770000,45.450001,46.709999,41.031502,76332600
2010-06-16,46.580002,47.139999,46.500000,46.900002,41.198406,78399700
2010-06-17,47.160000,47.180000,46.639999,47.049999,41.330173,77111900
2010-06-18,47.049999,47.340000,46.860001,47.000000,41.364491,75921400
2010-06-21,47.599998,47.680000,46.330002,46.599998,41.012451,95488100
2010-06-22,46.799999,47.139999,46.150002,46.240002,40.695618,94493400
2010-06-23,46.290001,46.470001,45.689999,46.049999,40.528404,92397600
2010-06-24,45.849998,45.990002,45.200001,45.349998,39.912338,114145900
2010-06-25,45.509998,45.660000,44.950001,45.270000,39.920277,88740300
2010-06-28,45.270000,45.549999,44.810001,45.110001,39.779190,71350000
2010-06-29,44.419998,44.459999,43.070000,43.369999,38.244816,136384200
2010-06-30,43.230000,43.669998,42.639999,42.709999,37.662796,101313200
2010-07-01,42.840000,42.959999,41.770000,42.590000,37.556969,158695000
2010-07-02,42.660000,42.820000,42.090000,42.470001,37.451157,78565300
2010-07-06,43.099998,43.369999,42.250000,42.599998,37.565796,88591900
2010-07-07,42.740002,44.009998,42.700001,43.959999,38.765079,72448400
2010-07-08,44.310001,44.380001,43.680000,44.200001,38.976723,78264600
2010-07-09,44.180000,44.630001,44.080002,44.619999,39.347103,47851200
2010-07-12,44.580002,45.029999,44.459999,44.750000,39.461731,60927500
2010-07-13,45.139999,45.500000,44.799999,45.330002,39.973186,93310500
2010-07-14,45.419998,45.810001,45.240002,45.560001,40.176010,87687100
2010-07-15,45.470001,45.740002,44.990002,45.599998,40.211281,95992500
2010-07-16,45.439999,45.630001,44.299999,44.340000,39.100174,98831900
